name,math,english,chinese,avg
Student699,74.0,62.0,50.0,62.0
Student700,82.0,84.0,71.0,79.0
Student701,87.0,90.0,83.0,86.7
Student702,55.0,62.0,99.0,72.0
Student703,93.0,80.0,89.0,87.3
Student704,94.0,70.0,52.0,72.0
Student705,81.0,81.0,75.0,79.0
Student706,94.0,83.0,63.0,80.0
Student707,96.0,57.0,90.0,81.0
Student708,70.0,90.0,57.0,72.3
Student709,65.0,97.0,98.0,86.7
Student710,70.0,51.0,65.0,62.0
Student711,60.0,unknown,91.0,75.5
Student712,unknown,81.0,70.0,75.5
Student713,85.0,89.0,59.0,77.7
Student714,84.0,unknown,74.0,79.0
Student715,68.0,86.0,87.0,80.3
Student716,69.0,90.0,71.0,76.7
Student717,67.0,50.0,98.0,71.7
Student718,96.0,unknown,97.0,96.5
Student719,90.0,59.0,96.0,81.7
Student720,98.0,53.0,95.0,82.0
Student721,63.0,84.0,53.0,66.7
Student722,64.0,59.0,53.0,58.7
Student723,unknown,96.0,79.0,87.5
Student724,50.0,60.0,51.0,53.7
Student725,52.0,63.0,unknown,57.5
Student726,65.0,87.0,92.0,81.3
Student727,72.0,unknown,85.0,78.5
Student728,60.0,94.0,70.0,74.7
Student729,61.0,66.0,70.0,65.7
Student730,59.0,65.0,97.0,73.7
Student731,81.0,84.0,70.0,78.3
Student732,65.0,51.0,53.0,56.3
Student733,57.0,60.0,50.0,55.7
Student734,87.0,90.0,75.0,84.0
Student735,61.0,52.0,51.0,54.7
Student736,73.0,78.0,58.0,69.7
Student737,77.0,67.0,94.0,79.3
Student738,57.0,69.0,67.0,64.3
Student739,77.0,96.0,97.0,90.0
Student740,85.0,63.0,97.0,81.7
Student741,75.0,83.0,91.0,83.0
Student742,57.0,98.0,90.0,81.7
Student743,99.0,80.0,60.0,79.7
Student744,77.0,89.0,74.0,80.0
Student745,77.0,91.0,unknown,84.0
Student746,86.0,67.0,85.0,79.3
Student747,90.0,79.0,91.0,86.7
Student748,85.0,74.0,84.0,81.0
Student749,76.0,68.0,87.0,77.0
Student750,66.0,57.0,unknown,61.5
Student751,58.0,77.0,90.0,75.0
Student752,82.0,57.0,84.0,74.3
Student753,69.0,80.0,99.0,82.7
Student754,62.0,unknown,89.0,75.5
Student755,77.0,52.0,71.0,66.7
Student756,97.0,93.0,57.0,82.3
Student757,78.0,71.0,64.0,71.0
Student758,62.0,66.0,94.0,74.0
Student759,95.0,85.0,56.0,78.7
Student760,84.0,66.0,68.0,72.7
Student761,55.0,63.0,89.0,69.0
Student762,67.0,58.0,91.0,72.0
Student763,54.0,79.0,66.0,66.3
Student764,96.0,70.0,50.0,72.0
Student765,74.0,61.0,94.0,76.3
Student766,51.0,86.0,78.0,71.7
Student767,59.0,81.0,62.0,67.3
Student768,79.0,60.0,97.0,78.7
Student769,99.0,69.0,78.0,82.0
Student770,94.0,84.0,90.0,89.3
Student771,54.0,96.0,91.0,80.3
Student772,unknown,95.0,55.0,75.0
Student773,50.0,60.0,54.0,54.7
Student774,67.0,57.0,83.0,69.0
Student775,81.0,53.0,60.0,64.7
Student776,96.0,76.0,58.0,76.7
Student777,98.0,93.0,87.0,92.7
Student778,60.0,89.0,89.0,79.3
Student779,70.0,87.0,90.0,82.3
Student780,75.0,96.0,58.0,76.3
Student781,74.0,79.0,57.0,70.0
Student782,71.0,93.0,93.0,85.7
Student783,76.0,unknown,89.0,82.5
Student784,98.0,97.0,52.0,82.3
Student785,62.0,76.0,62.0,66.7
Student786,82.0,70.0,68.0,73.3
Student787,83.0,69.0,83.0,78.3
Student788,90.0,53.0,81.0,74.7
Student789,84.0,60.0,98.0,80.7
Student790,50.0,62.0,65.0,59.0
Student791,70.0,58.0,85.0,71.0
Student792,97.0,53.0,67.0,72.3
Student793,55.0,61.0,63.0,59.7
Student794,77.0,58.0,79.0,71.3
Student795,66.0,62.0,unknown,64.0
Student796,54.0,97.0,62.0,71.0
Student797,80.0,75.0,76.0,77.0
Student798,54.0,87.0,unknown,70.5
Student799,87.0,91.0,80.0,86.0
Student800,52.0,62.0,64.0,59.3
Student801,72.0,88.0,69.0,76.3
Student802,86.0,77.0,54.0,72.3
Student803,86.0,68.0,56.0,70.0
Student804,59.0,unknown,67.0,63.0
Student805,59.0,68.0,60.0,62.3
Student806,68.0,98.0,81.0,82.3
Student807,66.0,62.0,99.0,75.7
Student808,70.0,62.0,76.0,69.3
Student809,63.0,77.0,75.0,71.7
Student810,58.0,51.0,86.0,65.0
Student811,95.0,59.0,94.0,82.7
Student812,50.0,71.0,77.0,66.0
Student813,94.0,62.0,99.0,85.0
Student814,62.0,58.0,51.0,57.0
Student815,53.0,82.0,69.0,68.0
Student816,50.0,unknown,53.0,51.5
Student817,98.0,97.0,62.0,85.7
Student818,89.0,69.0,73.0,77.0
Student819,81.0,64.0,97.0,80.7
Student820,83.0,81.0,87.0,83.7
Student821,77.0,82.0,89.0,82.7
Student822,unknown,66.0,97.0,81.5
Student823,unknown,73.0,94.0,83.5
Student824,unknown,79.0,78.0,78.5
Student825,75.0,62.0,85.0,74.0
Student826,83.0,96.0,51.0,76.7
Student827,52.0,97.0,90.0,79.7
Student828,99.0,65.0,67.0,77.0
Student829,61.0,unknown,98.0,79.5
Student830,50.0,66.0,unknown,58.0
Student831,93.0,81.0,64.0,79.3
Student832,54.0,92.0,90.0,78.7
Student833,unknown,57.0,66.0,61.5
Student834,79.0,52.0,72.0,67.7
Student835,66.0,61.0,51.0,59.3
Student836,97.0,69.0,55.0,73.7
Student837,96.0,65.0,78.0,79.7
Student838,72.0,63.0,76.0,70.3
Student839,64.0,65.0,86.0,71.7
Student840,86.0,98.0,98.0,94.0
Student841,70.0,92.0,83.0,81.7
Student842,unknown,98.0,unknown,98.0
Student843,51.0,unknown,91.0,71.0
Student844,60.0,79.0,59.0,66.0
Student845,88.0,61.0,87.0,78.7
Student846,87.0,64.0,93.0,81.3
Student847,83.0,67.0,66.0,72.0
Student848,87.0,77.0,62.0,75.3
Student849,99.0,72.0,97.0,89.3
Student850,83.0,63.0,91.0,79.0
Student851,67.0,79.0,76.0,74.0
Student852,79.0,82.0,51.0,70.7
Student853,64.0,94.0,83.0,80.3
Student854,76.0,64.0,80.0,73.3
Student855,83.0,56.0,72.0,70.3
Student856,87.0,64.0,56.0,69.0
Student857,82.0,91.0,87.0,86.7
Student858,73.0,95.0,82.0,83.3
Student859,64.0,unknown,61.0,62.5
Student860,79.0,95.0,94.0,89.3
Student861,91.0,93.0,61.0,81.7
Student862,66.0,unknown,68.0,67.0
Student863,54.0,78.0,58.0,63.3
Student864,78.0,80.0,59.0,72.3
Student865,53.0,74.0,66.0,64.3
Student866,59.0,73.0,99.0,77.0
Student867,66.0,68.0,89.0,74.3
Student868,59.0,51.0,88.0,66.0
Student869,66.0,71.0,90.0,75.7
Student870,69.0,69.0,59.0,65.7
Student871,73.0,82.0,61.0,72.0
Student872,54.0,57.0,64.0,58.3
Student873,83.0,unknown,80.0,81.5
Student874,55.0,95.0,64.0,71.3
Student875,51.0,58.0,77.0,62.0
Student876,62.0,83.0,53.0,66.0
Student877,92.0,72.0,85.0,83.0
Student878,92.0,54.0,50.0,65.3
Student879,unknown,74.0,93.0,83.5
Student880,60.0,57.0,83.0,66.7
Student881,96.0,65.0,96.0,85.7
Student882,72.0,97.0,66.0,78.3
Student883,65.0,94.0,88.0,82.3
Student884,80.0,64.0,87.0,77.0
Student885,60.0,50.0,93.0,67.7
Student886,65.0,71.0,82.0,72.7
Student887,57.0,52.0,70.0,59.7
Student888,unknown,87.0,75.0,81.0
Student889,89.0,63.0,95.0,82.3
Student890,53.0,85.0,85.0,74.3
Student891,74.0,67.0,54.0,65.0
Student892,52.0,96.0,82.0,76.7
Student893,81.0,90.0,50.0,73.7
Student894,unknown,67.0,55.0,61.0
Student895,76.0,52.0,86.0,71.3
Student896,78.0,59.0,51.0,62.7
Student897,81.0,98.0,54.0,77.7
Student898,99.0,88.0,75.0,87.3
Student899,68.0,96.0,90.0,84.7
Student900,70.0,50.0,96.0,72.0
Student901,54.0,76.0,62.0,64.0
Student902,67.0,76.0,61.0,68.0
Student903,77.0,60.0,54.0,63.7
Student904,91.0,98.0,51.0,80.0
Student905,71.0,54.0,53.0,59.3
Student906,70.0,56.0,76.0,67.3
Student907,55.0,68.0,99.0,74.0
Student908,50.0,78.0,59.0,62.3
Student909,54.0,64.0,62.0,60.0
Student910,90.0,84.0,93.0,89.0
Student911,61.0,96.0,51.0,69.3
Student912,75.0,86.0,75.0,78.7
Student913,95.0,61.0,64.0,73.3
Student914,83.0,79.0,95.0,85.7
Student915,98.0,69.0,59.0,75.3
Student916,63.0,86.0,71.0,73.3
Student917,75.0,52.0,89.0,72.0
Student918,94.0,58.0,74.0,75.3
Student919,76.0,90.0,64.0,76.7
Student920,58.0,unknown,62.0,60.0
Student921,75.0,75.0,57.0,69.0
Student922,96.0,51.0,70.0,72.3
Student923,71.0,72.0,70.0,71.0
Student924,96.0,72.0,71.0,79.7
Student925,79.0,70.0,unknown,74.5
Student926,92.0,65.0,82.0,79.7
Student927,97.0,58.0,94.0,83.0
Student928,66.0,62.0,76.0,68.0
Student929,75.0,77.0,89.0,80.3
Student930,85.0,76.0,99.0,86.7
Student931,50.0,66.0,71.0,62.3
Student932,unknown,87.0,79.0,83.0
Student933,98.0,85.0,58.0,80.3
Student934,84.0,50.0,94.0,76.0
Student935,64.0,67.0,84.0,71.7
Student936,96.0,58.0,67.0,73.7
Student937,71.0,62.0,91.0,74.7
Student938,63.0,89.0,54.0,68.7
Student939,75.0,94.0,76.0,81.7
Student940,77.0,64.0,unknown,70.5
Student941,72.0,92.0,81.0,81.7
Student942,63.0,93.0,57.0,71.0
Student943,73.0,95.0,88.0,85.3
Student944,51.0,53.0,70.0,58.0
Student945,94.0,82.0,unknown,88.0
Student946,75.0,73.0,unknown,74.0
Student947,63.0,85.0,64.0,70.7
Student948,56.0,90.0,91.0,79.0
Student949,52.0,59.0,75.0,62.0
Student950,96.0,85.0,93.0,91.3
Student951,72.0,69.0,81.0,74.0
Student952,95.0,90.0,88.0,91.0
Student953,92.0,94.0,77.0,87.7
Student954,96.0,93.0,88.0,92.3
Student955,94.0,60.0,92.0,82.0
Student956,67.0,61.0,81.0,69.7
Student957,87.0,67.0,62.0,72.0
Student958,84.0,79.0,64.0,75.7
Student959,64.0,93.0,67.0,74.7
Student960,74.0,97.0,88.0,86.3
Student961,unknown,86.0,55.0,70.5
Student962,77.0,69.0,60.0,68.7
Student963,59.0,74.0,unknown,66.5
Student964,88.0,61.0,89.0,79.3
Student965,unknown,70.0,69.0,69.5
Student966,88.0,74.0,82.0,81.3
Student967,71.0,60.0,89.0,73.3
Student968,75.0,58.0,57.0,63.3
Student969,93.0,99.0,84.0,92.0
Student970,74.0,74.0,unknown,74.0
Student971,66.0,84.0,84.0,78.0
Student972,62.0,81.0,96.0,79.7
Student973,69.0,98.0,63.0,76.7
Student974,74.0,63.0,70.0,69.0
Student975,53.0,50.0,96.0,66.3
Student976,59.0,66.0,73.0,66.0
Student977,52.0,74.0,66.0,64.0
Student978,unknown,57.0,67.0,62.0
Student979,94.0,54.0,83.0,77.0
Student980,67.0,54.0,61.0,60.7
Student981,96.0,90.0,65.0,83.7
Student982,85.0,84.0,unknown,84.5
Student983,96.0,68.0,74.0,79.3
Student984,71.0,72.0,83.0,75.3
Student985,83.0,58.0,77.0,72.7
Student986,96.0,79.0,95.0,90.0
Student987,unknown,99.0,60.0,79.5
Student988,89.0,65.0,unknown,77.0
Student989,98.0,82.0,80.0,86.7
Student990,93.0,51.0,74.0,72.7
Student991,68.0,63.0,unknown,65.5
Student992,91.0,95.0,59.0,81.7
Student993,90.0,50.0,73.0,71.0
Student994,86.0,75.0,50.0,70.3
Student995,55.0,74.0,74.0,67.7
Student996,75.0,65.0,77.0,72.3
Student997,83.0,64.0,85.0,77.3
Student998,94.0,75.0,67.0,78.7
Student999,55.0,96.0,55.0,68.7
Student1000,86.0,93.0,51.0,76.7
Student1001,82.0,65.0,52.0,66.3
Student1002,71.0,63.0,95.0,76.3
Student1003,70.0,78.0,57.0,68.3
Student1004,55.0,73.0,80.0,69.3
Student1005,55.0,96.0,97.0,82.7
Student1006,97.0,64.0,68.0,76.3
Student1007,53.0,68.0,99.0,73.3
Student1008,79.0,57.0,55.0,63.7
Student1009,60.0,83.0,63.0,68.7
Student1010,79.0,51.0,52.0,60.7
Student1011,80.0,76.0,97.0,84.3
Student1012,73.0,59.0,unknown,66.0
Student1013,58.0,84.0,93.0,78.3
Student1014,52.0,unknown,79.0,65.5
Student1015,80.0,98.0,95.0,91.0
Student1016,89.0,57.0,68.0,71.3
Student1017,86.0,77.0,68.0,77.0
Student1018,85.0,72.0,58.0,71.7
Student1019,73.0,53.0,56.0,60.7
Student1020,80.0,63.0,95.0,79.3
Student1021,unknown,91.0,unknown,91.0
Student1022,51.0,78.0,99.0,76.0
Student1023,69.0,50.0,90.0,69.7
Student1024,77.0,53.0,56.0,62.0
Student1025,60.0,81.0,58.0,66.3
Student1026,53.0,82.0,53.0,62.7
Student1027,64.0,98.0,74.0,78.7
Student1028,55.0,75.0,98.0,76.0
Student1029,98.0,66.0,61.0,75.0
Student1030,79.0,88.0,55.0,74.0
Student1031,87.0,72.0,67.0,75.3
Student1032,51.0,81.0,89.0,73.7
Student1033,64.0,64.0,70.0,66.0
Student1034,60.0,unknown,64.0,62.0
Student1035,57.0,51.0,52.0,53.3
Student1036,75.0,unknown,51.0,63.0
Student1037,94.0,73.0,90.0,85.7
Student1038,93.0,94.0,89.0,92.0
Student1039,54.0,73.0,53.0,60.0
Student1040,55.0,60.0,81.0,65.3
Student1041,unknown,71.0,51.0,61.0
Student1042,53.0,unknown,95.0,74.0
Student1043,68.0,59.0,78.0,68.3
Student1044,69.0,90.0,51.0,70.0
Student1045,82.0,76.0,unknown,79.0
Student1046,69.0,58.0,76.0,67.7
Student1047,98.0,77.0,88.0,87.7
Student1048,61.0,50.0,93.0,68.0
Student1049,96.0,66.0,87.0,83.0
Student1050,50.0,80.0,67.0,65.7
Student1051,75.0,93.0,85.0,84.3
Student1052,63.0,59.0,68.0,63.3
Student1053,87.0,86.0,76.0,83.0
Student1054,86.0,78.0,94.0,86.0
Student1055,60.0,67.0,69.0,65.3
Student1056,85.0,96.0,70.0,83.7
Student1057,62.0,87.0,72.0,73.7
Student1058,92.0,88.0,79.0,86.3
Student1059,52.0,98.0,74.0,74.7
Student1060,82.0,55.0,80.0,72.3
Student1061,55.0,89.0,76.0,73.3
Student1062,99.0,61.0,83.0,81.0
Student1063,59.0,63.0,57.0,59.7
Student1064,54.0,93.0,unknown,73.5
Student1065,72.0,59.0,90.0,73.7
Student1066,59.0,69.0,75.0,67.7
Student1067,93.0,64.0,77.0,78.0
Student1068,51.0,80.0,53.0,61.3
Student1069,62.0,56.0,80.0,66.0
Student1070,89.0,90.0,65.0,81.3
Student1071,unknown,59.0,59.0,59.0
Student1072,69.0,59.0,87.0,71.7
Student1073,50.0,97.0,97.0,81.3
Student1074,86.0,88.0,59.0,77.7
Student1075,58.0,77.0,94.0,76.3
Student1076,66.0,79.0,58.0,67.7
Student1077,58.0,unknown,88.0,73.0
Student1078,60.0,52.0,85.0,65.7
Student1079,64.0,99.0,85.0,82.7
Student1080,73.0,92.0,68.0,77.7
Student1081,87.0,64.0,68.0,73.0
Student1082,84.0,70.0,61.0,71.7
Student1083,79.0,86.0,62.0,75.7
Student1084,80.0,61.0,74.0,71.7
Student1085,98.0,53.0,85.0,78.7
Student1086,54.0,96.0,74.0,74.7
Student1087,93.0,58.0,77.0,76.0
Student1088,99.0,88.0,91.0,92.7
Student1089,63.0,91.0,88.0,80.7
Student1090,60.0,77.0,79.0,72.0
Student1091,58.0,72.0,54.0,61.3
Student1092,83.0,94.0,66.0,81.0
Student1093,61.0,89.0,67.0,72.3
Student1094,84.0,93.0,92.0,89.7
Student1095,84.0,71.0,96.0,83.7
Student1096,50.0,73.0,70.0,64.3
Student1097,89.0,75.0,71.0,78.3
Student1098,71.0,79.0,88.0,79.3
Student1099,78.0,82.0,99.0,86.3
Student1100,57.0,65.0,55.0,59.0
Student1101,60.0,71.0,99.0,76.7
Student1102,90.0,98.0,65.0,84.3
Student1103,86.0,99.0,51.0,78.7
Student1104,63.0,92.0,50.0,68.3
Student1105,unknown,67.0,79.0,73.0
Student1106,84.0,56.0,92.0,77.3
Student1107,70.0,unknown,86.0,78.0
Student1108,86.0,75.0,97.0,86.0
Student1109,54.0,57.0,72.0,61.0
Student1110,68.0,55.0,50.0,57.7
Student1111,63.0,79.0,68.0,70.0
Student1112,75.0,88.0,95.0,86.0
Student1113,53.0,72.0,52.0,59.0
Student1114,unknown,81.0,51.0,66.0
Student1115,94.0,71.0,86.0,83.7
Student1116,91.0,91.0,66.0,82.7
Student1117,74.0,92.0,77.0,81.0
Student1118,67.0,94.0,67.0,76.0
Student1119,89.0,58.0,82.0,76.3
Student1120,57.0,80.0,64.0,67.0
Student1121,88.0,56.0,71.0,71.7
Student1122,89.0,unknown,90.0,89.5
Student1123,unknown,62.0,76.0,69.0
Student1124,81.0,52.0,86.0,73.0
Student1125,unknown,unknown,81.0,81.0
Student1126,82.0,82.0,94.0,86.0
Student1127,72.0,70.0,68.0,70.0
Student1128,64.0,80.0,77.0,73.7
Student1129,82.0,83.0,77.0,80.7
Student1130,74.0,81.0,59.0,71.3
Student1131,66.0,84.0,69.0,73.0
Student1132,82.0,64.0,74.0,73.3
Student1133,96.0,81.0,70.0,82.3
Student1134,51.0,55.0,63.0,56.3
Student1135,63.0,94.0,71.0,76.0
Student1136,89.0,70.0,75.0,78.0
Student1137,89.0,82.0,93.0,88.0
Student1138,unknown,81.0,60.0,70.5
Student1139,55.0,68.0,56.0,59.7
Student1140,unknown,82.0,66.0,74.0
Student1141,52.0,77.0,67.0,65.3
Student1142,56.0,80.0,56.0,64.0
Student1143,57.0,70.0,69.0,65.3
Student1144,91.0,83.0,87.0,87.0
Student1145,64.0,64.0,60.0,62.7
Student1146,96.0,63.0,93.0,84.0
Student1147,78.0,68.0,65.0,70.3
Student1148,82.0,92.0,76.0,83.3
Student1149,79.0,64.0,60.0,67.7
Student1150,88.0,55.0,65.0,69.3
Student1151,76.0,58.0,72.0,68.7
Student1152,85.0,86.0,61.0,77.3
Student1153,78.0,69.0,89.0,78.7
Student1154,87.0,83.0,52.0,74.0
Student1155,82.0,87.0,51.0,73.3
Student1156,86.0,75.0,87.0,82.7
Student1157,76.0,67.0,97.0,80.0
Student1158,82.0,77.0,73.0,77.3
Student1159,53.0,58.0,78.0,63.0
Student1160,71.0,81.0,96.0,82.7
Student1161,51.0,55.0,95.0,67.0
Student1162,59.0,63.0,83.0,68.3
Student1163,54.0,77.0,69.0,66.7
Student1164,unknown,73.0,67.0,70.0
Student1165,82.0,62.0,63.0,69.0
Student1166,87.0,92.0,67.0,82.0
Student1167,62.0,61.0,51.0,58.0
Student1168,80.0,68.0,50.0,66.0
Student1169,96.0,70.0,69.0,78.3
Student1170,unknown,76.0,83.0,79.5
Student1171,94.0,68.0,90.0,84.0
Student1172,73.0,73.0,90.0,78.7
Student1173,64.0,75.0,97.0,78.7
Student1174,78.0,94.0,60.0,77.3
Student1175,57.0,77.0,76.0,70.0
Student1176,54.0,95.0,72.0,73.7
Student1177,78.0,67.0,87.0,77.3
Student1178,96.0,93.0,93.0,94.0
Student1179,53.0,85.0,52.0,63.3
Student1180,61.0,91.0,61.0,71.0
Student1181,94.0,78.0,79.0,83.7
Student1182,51.0,66.0,80.0,65.7
Student1183,76.0,53.0,72.0,67.0
Student1184,80.0,93.0,50.0,74.3
Student1185,85.0,94.0,90.0,89.7
Student1186,85.0,78.0,69.0,77.3
Student1187,75.0,53.0,55.0,61.0
Student1188,92.0,59.0,60.0,70.3
Student1189,76.0,74.0,84.0,78.0
Student1190,54.0,80.0,53.0,62.3
Student1191,69.0,52.0,78.0,66.3
Student1192,60.0,96.0,59.0,71.7
Student1193,59.0,51.0,78.0,62.7
Student1194,unknown,74.0,87.0,80.5
Student1195,87.0,98.0,50.0,78.3
Student1196,55.0,55.0,89.0,66.3
Student1197,57.0,75.0,unknown,66.0
Student1198,72.0,57.0,87.0,72.0
Student1199,96.0,84.0,66.0,82.0
Student1200,75.0,76.0,68.0,73.0
Student1201,unknown,74.0,82.0,78.0
Student1202,92.0,67.0,64.0,74.3
Student1203,61.0,50.0,94.0,68.3
Student1204,75.0,97.0,80.0,84.0
Student1205,62.0,88.0,unknown,75.0
Student1206,89.0,52.0,52.0,64.3
Student1207,67.0,53.0,51.0,57.0
Student1208,74.0,90.0,84.0,82.7
Student1209,82.0,86.0,90.0,86.0
Student1210,96.0,64.0,65.0,75.0
Student1211,89.0,unknown,94.0,91.5
Student1212,92.0,87.0,99.0,92.7
Student1213,61.0,99.0,70.0,76.7
Student1214,93.0,68.0,unknown,80.5
Student1215,85.0,96.0,77.0,86.0
Student1216,97.0,unknown,unknown,97.0
Student1217,53.0,88.0,82.0,74.3
Student1218,54.0,59.0,69.0,60.7
Student1219,86.0,87.0,unknown,86.5
Student1220,57.0,63.0,98.0,72.7
Student1221,91.0,98.0,70.0,86.3
Student1222,98.0,90.0,88.0,92.0
Student1223,77.0,68.0,90.0,78.3
Student1224,80.0,79.0,98.0,85.7
Student1225,58.0,54.0,91.0,67.7
Student1226,78.0,80.0,85.0,81.0
Student1227,63.0,56.0,71.0,63.3
Student1228,89.0,68.0,75.0,77.3
Student1229,90.0,80.0,56.0,75.3
Student1230,71.0,88.0,56.0,71.7
Student1231,60.0,73.0,57.0,63.3
Student1232,72.0,83.0,75.0,76.7
Student1233,unknown,72.0,73.0,72.5
Student1234,95.0,97.0,73.0,88.3
Student1235,86.0,unknown,89.0,87.5
Student1236,70.0,89.0,97.0,85.3
Student1237,75.0,55.0,61.0,63.7
Student1238,95.0,87.0,96.0,92.7
Student1239,85.0,90.0,57.0,77.3
Student1240,72.0,85.0,58.0,71.7
Student1241,50.0,76.0,52.0,59.3
Student1242,89.0,60.0,70.0,73.0
Student1243,64.0,54.0,80.0,66.0
Student1244,70.0,66.0,97.0,77.7
Student1245,96.0,56.0,96.0,82.7
Student1246,58.0,76.0,73.0,69.0
Student1247,58.0,96.0,53.0,69.0
Student1248,59.0,64.0,69.0,64.0
Student1249,75.0,95.0,65.0,78.3
Student1250,90.0,62.0,59.0,70.3
Student1251,84.0,60.0,92.0,78.7
Student1252,74.0,unknown,75.0,74.5
Student1253,75.0,75.0,78.0,76.0
Student1254,60.0,71.0,54.0,61.7
Student1255,87.0,77.0,60.0,74.7
Student1256,51.0,73.0,78.0,67.3
Student1257,56.0,78.0,94.0,76.0
Student1258,67.0,unknown,64.0,65.5
Student1259,76.0,91.0,55.0,74.0
Student1260,83.0,53.0,unknown,68.0
Student1261,76.0,98.0,64.0,79.3
Student1262,66.0,95.0,92.0,84.3
Student1263,92.0,67.0,69.0,76.0
Student1264,93.0,92.0,83.0,89.3
Student1265,73.0,unknown,51.0,62.0
Student1266,74.0,82.0,93.0,83.0
Student1267,56.0,78.0,65.0,66.3
Student1268,55.0,88.0,68.0,70.3
Student1269,73.0,59.0,83.0,71.7
Student1270,82.0,58.0,98.0,79.3
Student1271,98.0,80.0,63.0,80.3
Student1272,78.0,77.0,73.0,76.0
Student1273,92.0,52.0,77.0,73.7
Student1274,71.0,63.0,97.0,77.0
Student1275,75.0,74.0,81.0,76.7
Student1276,77.0,unknown,86.0,81.5
Student1277,99.0,51.0,59.0,69.7
Student1278,70.0,73.0,98.0,80.3
Student1279,98.0,63.0,94.0,85.0
Student1280,56.0,97.0,97.0,83.3
Student1281,66.0,56.0,58.0,60.0
Student1282,69.0,85.0,73.0,75.7
Student1283,90.0,99.0,85.0,91.3
Student1284,98.0,73.0,78.0,83.0
Student1285,69.0,76.0,unknown,72.5
Student1286,71.0,86.0,97.0,84.7
Student1287,77.0,87.0,72.0,78.7
Student1288,89.0,79.0,76.0,81.3
Student1289,98.0,76.0,80.0,84.7
Student1290,56.0,88.0,92.0,78.7
Student1291,unknown,64.0,56.0,60.0
Student1292,unknown,75.0,98.0,86.5
Student1293,62.0,50.0,unknown,56.0
Student1294,79.0,53.0,53.0,61.7
Student1295,72.0,78.0,unknown,75.0
Student1296,68.0,50.0,unknown,59.0
Student1297,81.0,92.0,91.0,88.0
Student1298,79.0,99.0,59.0,79.0
Student1299,78.0,95.0,93.0,88.7
Student1300,98.0,71.0,83.0,84.0
Student1301,94.0,60.0,75.0,76.3
Student1302,78.0,59.0,72.0,69.7
Student1303,79.0,66.0,58.0,67.7
Student1304,65.0,85.0,86.0,78.7
Student1305,89.0,96.0,57.0,80.7
Student1306,68.0,75.0,63.0,68.7
Student1307,67.0,97.0,56.0,73.3
Student1308,unknown,70.0,56.0,63.0
Student1309,63.0,62.0,58.0,61.0
Student1310,96.0,58.0,52.0,68.7
Student1311,99.0,60.0,63.0,74.0
Student1312,51.0,60.0,66.0,59.0
Student1313,unknown,55.0,99.0,77.0
Student1314,98.0,50.0,93.0,80.3
Student1315,99.0,55.0,unknown,77.0
Student1316,79.0,unknown,95.0,87.0
Student1317,87.0,71.0,75.0,77.7
Student1318,unknown,80.0,77.0,78.5
Student1319,50.0,71.0,94.0,71.7
Student1320,57.0,86.0,63.0,68.7
Student1321,unknown,96.0,unknown,96.0
Student1322,88.0,76.0,75.0,79.7
Student1323,52.0,99.0,51.0,67.3
Student1324,81.0,unknown,60.0,70.5
Student1325,59.0,96.0,66.0,73.7
Student1326,59.0,54.0,83.0,65.3
Student1327,68.0,85.0,68.0,73.7
Student1328,95.0,81.0,88.0,88.0
Student1329,83.0,83.0,67.0,77.7
Student1330,82.0,56.0,62.0,66.7
Student1331,unknown,91.0,54.0,72.5
Student1332,77.0,97.0,99.0,91.0
Student1333,81.0,59.0,72.0,70.7
Student1334,99.0,99.0,73.0,90.3
Student1335,56.0,66.0,78.0,66.7
Student1336,78.0,79.0,97.0,84.7
Student1337,57.0,unknown,96.0,76.5
Student1338,50.0,unknown,57.0,53.5
Student1339,52.0,50.0,75.0,59.0
Student1340,73.0,50.0,64.0,62.3
Student1341,72.0,96.0,50.0,72.7
Student1342,unknown,82.0,77.0,79.5
Student1343,96.0,87.0,98.0,93.7
Student1344,unknown,74.0,96.0,85.0
Student1345,52.0,75.0,95.0,74.0
Student1346,82.0,62.0,63.0,69.0
Student1347,77.0,77.0,91.0,81.7
Student1348,96.0,82.0,83.0,87.0
Student1349,57.0,86.0,80.0,74.3
Student1350,83.0,90.0,55.0,76.0
Student1351,84.0,79.0,98.0,87.0
Student1352,81.0,98.0,54.0,77.7
Student1353,73.0,97.0,80.0,83.3
Student1354,63.0,unknown,86.0,74.5
Student1355,81.0,98.0,64.0,81.0
Student1356,95.0,96.0,64.0,85.0
Student1357,92.0,50.0,92.0,78.0
Student1358,65.0,61.0,54.0,60.0
Student1359,53.0,54.0,77.0,61.3
Student1360,86.0,73.0,82.0,80.3
Student1361,70.0,55.0,60.0,61.7
Student1362,63.0,74.0,92.0,76.3
Student1363,80.0,50.0,55.0,61.7
Student1364,97.0,74.0,72.0,81.0
Student1365,67.0,50.0,89.0,68.7
Student1366,56.0,81.0,51.0,62.7
Student1367,59.0,91.0,64.0,71.3
Student1368,56.0,91.0,72.0,73.0
Student1369,82.0,52.0,71.0,68.3
Student1370,72.0,98.0,58.0,76.0
Student1371,70.0,68.0,96.0,78.0
Student1372,68.0,92.0,89.0,83.0
Student1373,97.0,78.0,79.0,84.7
Student1374,68.0,99.0,65.0,77.3
Student1375,85.0,51.0,95.0,77.0
Student1376,78.0,58.0,96.0,77.3
Student1377,67.0,66.0,79.0,70.7
Student1378,51.0,95.0,94.0,80.0
